날짜,호선,방향,시간,지연값,datetime,요일,is_weekend,요일구분,delay_min,is_delay_1m,is_delay_5m,상하구분,혼잡도(%),기온_평균(°C),습도_평균(%),풍속_평균(m/s),현지기압_평균(hPa),해면기압_평균(hPa),강수량_30분(mm),우천여부
2025-09-17,7호선,온수행,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,,35.90119047619047,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,7호선,석남행,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,,35.90119047619047,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,8호선,상행선,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,상선,17.21578947368421,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,8호선,하행선,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,하선,24.573684210526313,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,9호선,상행선,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,상선,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,9호선,하행선,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,하선,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,경강선,판교방면,05:30,10,2025-09-17 05:30:00,수,0,평일,10,1,1,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,경강선,여주방면,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,경의중앙선,문산방면,05:30,15,2025-09-17 05:30:00,수,0,평일,15,1,1,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,경의중앙선,용문방면,05:30,5,2025-09-17 05:30:00,수,0,평일,5,1,1,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,경의중앙선,서울방면,05:30,5,2025-09-17 05:30:00,수,0,평일,5,1,1,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,경춘선,상봉/청량리 방면,05:30,5,2025-09-17 05:30:00,수,0,평일,5,1,1,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,경춘선,춘천방면,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,대경선,구미방면,05:30,10,2025-09-17 05:30:00,수,0,평일,10,1,1,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,대경선,경산방면,05:30,10,2025-09-17 05:30:00,수,0,평일,10,1,1,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,동해선,부전방면,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,동해선,태화강방면,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,서해선,대곡방면,05:30,0,2025-09-17 05:30:00,수,0,평일,0,0,0,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,서해선,원시방면,05:30,5,2025-09-17 05:30:00,수,0,평일,5,1,1,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,수인분당선,왕십리방면,05:30,10,2025-09-17 05:30:00,수,0,평일,10,1,1,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-17,수인분당선,인천방면,05:30,10,2025-09-17 05:30:00,수,0,평일,10,1,1,,,23.5,93.43666666666667,1.6533333333333333,999.6166666666667,1009.4166666666666,0.0,0
2025-09-16,1호선,상행선,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,상선,7.260000000000001,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,1호선,하행선,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,하선,15.469999999999999,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,1호선,소요산방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,11.365,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,1호선,신창방면,05:30,15,2025-09-16 05:30:00,화,0,평일,15,1,1,,11.365,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,1호선,인천방면,05:30,10,2025-09-16 05:30:00,화,0,평일,10,1,1,,11.365,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,2호선,내선,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,24.336111111111112,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,2호선,외선,05:30,10,2025-09-16 05:30:00,화,0,평일,10,1,1,,24.336111111111112,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,2호선,성수지선,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,24.336111111111112,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,2호선,신정지선,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,24.336111111111112,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,3호선,상행선,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,상선,10.16764705882353,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,3호선,하행선,05:30,10,2025-09-16 05:30:00,화,0,평일,10,1,1,하선,21.45,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,3호선,대화방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,15.808823529411764,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,3호선,오금방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,15.808823529411764,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,4호선,상행선,05:30,10,2025-09-16 05:30:00,화,0,평일,10,1,1,상선,17.4,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,4호선,하행선,05:30,15,2025-09-16 05:30:00,화,0,평일,15,1,1,하선,33.315384615384616,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,4호선,당고개방면,05:30,10,2025-09-16 05:30:00,화,0,평일,10,1,1,,25.357692307692307,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,4호선,오이도방면,05:30,10,2025-09-16 05:30:00,화,0,평일,10,1,1,,25.357692307692307,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,5호선,방화행,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,18.560176991150446,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,5호선,하남검단산행,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,18.560176991150446,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,5호선,마천행,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,18.560176991150446,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,6호선,응암순환행,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,13.475675675675676,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,6호선,봉화산행,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,13.475675675675676,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,7호선,장암행,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,35.90119047619047,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,7호선,온수행,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,35.90119047619047,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,7호선,석남행,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,35.90119047619047,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,8호선,상행선,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,상선,17.21578947368421,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,8호선,하행선,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,하선,24.573684210526313,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,9호선,상행선,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,상선,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,9호선,하행선,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,하선,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,경강선,판교방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,경강선,여주방면,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,경의중앙선,문산방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,경의중앙선,용문방면,05:30,10,2025-09-16 05:30:00,화,0,평일,10,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,경의중앙선,서울방면,05:30,10,2025-09-16 05:30:00,화,0,평일,10,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,경춘선,상봉/청량리 방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,경춘선,춘천방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,대경선,구미방면,05:30,10,2025-09-16 05:30:00,화,0,평일,10,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,대경선,경산방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,동해선,부전방면,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,동해선,태화강방면,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,서해선,대곡방면,05:30,0,2025-09-16 05:30:00,화,0,평일,0,0,0,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,서해선,원시방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,수인분당선,왕십리방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-16,수인분당선,인천방면,05:30,5,2025-09-16 05:30:00,화,0,평일,5,1,1,,,22.273333333333333,86.73666666666666,1.9200000000000002,1003.5633333333334,1013.4633333333334,0.0,0
2025-09-15,1호선,상행선,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,상선,7.260000000000001,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,1호선,하행선,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,하선,15.469999999999999,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,1호선,소요산방면,05:30,20,2025-09-15 05:30:00,월,0,평일,20,1,1,,11.365,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,1호선,신창방면,05:30,10,2025-09-15 05:30:00,월,0,평일,10,1,1,,11.365,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,1호선,인천방면,05:30,25,2025-09-15 05:30:00,월,0,평일,25,1,1,,11.365,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,2호선,내선,05:30,10,2025-09-15 05:30:00,월,0,평일,10,1,1,,24.336111111111112,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,2호선,외선,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,24.336111111111112,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,2호선,성수지선,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,24.336111111111112,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,2호선,신정지선,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,24.336111111111112,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,3호선,상행선,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,상선,10.16764705882353,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,3호선,하행선,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,하선,21.45,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,3호선,대화방면,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,15.808823529411764,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,3호선,오금방면,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,15.808823529411764,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,4호선,상행선,05:30,10,2025-09-15 05:30:00,월,0,평일,10,1,1,상선,17.4,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,4호선,하행선,05:30,10,2025-09-15 05:30:00,월,0,평일,10,1,1,하선,33.315384615384616,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,4호선,당고개방면,05:30,15,2025-09-15 05:30:00,월,0,평일,15,1,1,,25.357692307692307,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,4호선,오이도방면,05:30,10,2025-09-15 05:30:00,월,0,평일,10,1,1,,25.357692307692307,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,5호선,방화행,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,18.560176991150446,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,5호선,하남검단산행,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,18.560176991150446,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,5호선,마천행,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,18.560176991150446,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,6호선,응암순환행,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,13.475675675675676,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,6호선,봉화산행,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,13.475675675675676,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,7호선,장암행,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,35.90119047619047,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,7호선,온수행,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,35.90119047619047,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,7호선,석남행,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,35.90119047619047,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,8호선,상행선,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,상선,17.21578947368421,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,8호선,하행선,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,하선,24.573684210526313,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,9호선,상행선,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,상선,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,9호선,하행선,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,하선,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,경강선,판교방면,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,경강선,여주방면,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,경의중앙선,문산방면,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,경의중앙선,용문방면,05:30,10,2025-09-15 05:30:00,월,0,평일,10,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,경의중앙선,서울방면,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,경춘선,상봉/청량리 방면,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,경춘선,춘천방면,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,대경선,구미방면,05:30,10,2025-09-15 05:30:00,월,0,평일,10,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,대경선,경산방면,05:30,10,2025-09-15 05:30:00,월,0,평일,10,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,동해선,부전방면,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,동해선,태화강방면,05:30,0,2025-09-15 05:30:00,월,0,평일,0,0,0,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,서해선,대곡방면,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,서해선,원시방면,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,수인분당선,왕십리방면,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-15,수인분당선,인천방면,05:30,5,2025-09-15 05:30:00,월,0,평일,5,1,1,,,21.029999999999998,89.01333333333334,1.5366666666666666,1004.4733333333334,1014.4433333333333,0.0,0
2025-09-14,1호선,상행선,05:30,0,2025-09-14 05:30:00,일,1,일요일,0,0,0,상선,3.9299999999999997,21.666666666666668,81.07,1.5966666666666667,999.7966666666666,1009.6966666666667,0.0,0
2025-09-14,1호선,하행선,05:30,0,2025-09-14 05:30:00,일,1,일요일,0,0,0,하선,6.1899999999999995,21.666666666666668,81.07,1.5966666666666667,999.7966666666666,1009.6966666666667,0.0,0
